chisq H0 ombh2 omch2 tau As ns
2.620702040720606874e+03 6.892188095815828319e+01 2.247315211099925117e-02 1.162315895587445330e-01 1.081439357496157168e-02 1.904726997620125042e-09 9.739908056476970222e-01
2.619931188097696577e+03 6.879322717466058634e+01 2.247315821697520866e-02 1.162327605055758217e-01 1.096954586163080211e-02 1.904726997616010646e-09 9.739922636262446920e-01
2.619931188097696577e+03 6.879322717466058634e+01 2.247315821697520866e-02 1.162327605055758217e-01 1.096954586163080211e-02 1.904726997616010646e-09 9.739922636262446920e-01
2.619931188097696577e+03 6.879322717466058634e+01 2.247315821697520866e-02 1.162327605055758217e-01 1.096954586163080211e-02 1.904726997616010646e-09 9.739922636262446920e-01
2.620879222899063279e+03 6.866889128531417441e+01 2.247316878166833592e-02 1.162328644068359174e-01 1.062859722795432733e-02 1.904726997616807634e-09 9.739936210485473644e-01
2.620465152924358790e+03 6.883485636399555574e+01 2.247317911417157435e-02 1.162337406263013739e-01 1.113851442497549790e-02 1.904726997619943476e-09 9.739921316857225175e-01
2.620465152924358790e+03 6.883485636399555574e+01 2.247317911417157435e-02 1.162337406263013739e-01 1.113851442497549790e-02 1.904726997619943476e-09 9.739921316857225175e-01
2.620465152924358790e+03 6.883485636399555574e+01 2.247317911417157435e-02 1.162337406263013739e-01 1.113851442497549790e-02 1.904726997619943476e-09 9.739921316857225175e-01
2.620465152924358790e+03 6.883485636399555574e+01 2.247317911417157435e-02 1.162337406263013739e-01 1.113851442497549790e-02 1.904726997619943476e-09 9.739921316857225175e-01
2.621405026491013359e+03 6.885737929224654863e+01 2.247319270512729283e-02 1.162323304798379142e-01 1.136369787664327606e-02 1.904726997614845562e-09 9.739917247478797613e-01
2.620289709914669402e+03 6.874752612028736110e+01 2.247319769723691782e-02 1.162309306484862886e-01 1.120254331372719063e-02 1.904726997612472381e-09 9.739915597057621222e-01
2.620289709914669402e+03 6.874752612028736110e+01 2.247319769723691782e-02 1.162309306484862886e-01 1.120254331372719063e-02 1.904726997612472381e-09 9.739915597057621222e-01
2.620289709914669402e+03 6.874752612028736110e+01 2.247319769723691782e-02 1.162309306484862886e-01 1.120254331372719063e-02 1.904726997612472381e-09 9.739915597057621222e-01
2.619942250094310111e+03 6.875286479912233517e+01 2.247320247349565009e-02 1.162292338101522937e-01 1.094209168359970910e-02 1.904726997610320884e-09 9.739912541937604251e-01
2.621993006760601475e+03 6.859021171353423085e+01 2.247320889588079809e-02 1.162301617430046563e-01 1.097042299661717644e-02 1.904726997611905762e-09 9.739903836957091166e-01
2.620062027173854858e+03 6.872498250201410031e+01 2.247320992397167094e-02 1.162299275341549393e-01 1.080699105375296752e-02 1.904726997610379614e-09 9.739887132460218755e-01
2.621203485720153367e+03 6.863032439206281765e+01 2.247321011833675747e-02 1.162296291511950019e-01 1.116313197282343961e-02 1.904726997614070080e-09 9.739919373492572641e-01
2.621203485720153367e+03 6.863032439206281765e+01 2.247321011833675747e-02 1.162296291511950019e-01 1.116313197282343961e-02 1.904726997614070080e-09 9.739919373492572641e-01
2.620667181350698684e+03 6.882022228322861679e+01 2.247321646016572916e-02 1.162280665908533434e-01 1.126512785228752332e-02 1.904726997614240066e-09 9.739915692381967416e-01
2.620765706093451627e+03 6.867131136079636633e+01 2.247321491037746269e-02 1.162275809087363748e-01 1.123417162672806988e-02 1.904726997615760010e-09 9.739795818071027567e-01
2.620973225945214836e+03 6.871704172065821581e+01 2.247322423159013940e-02 1.162255059269191176e-01 1.147937099349030654e-02 1.904726997614657792e-09 9.739780690072367131e-01
2.621789134543468208e+03 6.860241078265777048e+01 2.247322364084327825e-02 1.162263928802702156e-01 1.135416458070103753e-02 1.904726997612042247e-09 9.739775519349170851e-01
2.621528268125801787e+03 6.861415889930729861e+01 2.247322909986890563e-02 1.162241831392068631e-01 1.123277680509133375e-02 1.904726997616989614e-09 9.739757591085654864e-01
2.621365779902792838e+03 6.862341348061798385e+01 2.247322018504103666e-02 1.162229785997842407e-01 1.101772149334920292e-02 1.904726997621614381e-09 9.739779788510286584e-01
2.621284140727067097e+03 6.864138438123762853e+01 2.247321098402040029e-02 1.162238487153663680e-01 1.073373258313234380e-02 1.904726997623183542e-09 9.739759305303853365e-01
2.620799741257996175e+03 6.866271183429566349e+01 2.247323689370096453e-02 1.162217050097898718e-01 1.113693948527064333e-02 1.904726997625351169e-09 9.739777418633419614e-01
2.619864034310760417e+03 6.878138562856072724e+01 2.247324024625569835e-02 1.162217346806738716e-01 1.091017584287965261e-02 1.904726997626320211e-09 9.739844627585778625e-01
2.620361645396821586e+03 6.869547977604533173e+01 2.247324049200693369e-02 1.162223355251553458e-01 1.091749330377877504e-02 1.904726997626326829e-09 9.739857634647540729e-01
2.620361645396821586e+03 6.869547977604533173e+01 2.247324049200693369e-02 1.162223355251553458e-01 1.091749330377877504e-02 1.904726997626326829e-09 9.739857634647540729e-01
2.620361645396821586e+03 6.869547977604533173e+01 2.247324049200693369e-02 1.162223355251553458e-01 1.091749330377877504e-02 1.904726997626326829e-09 9.739857634647540729e-01
2.620666321587813854e+03 6.867002942182834602e+01 2.247324539016672812e-02 1.162217022641593572e-01 1.094126092715402322e-02 1.904726997626009191e-09 9.739892028778561750e-01
2.620442890590087700e+03 6.869252577204692045e+01 2.247324615142503798e-02 1.162201097724720605e-01 1.079937711956273187e-02 1.904726997625880565e-09 9.739884436631061071e-01
2.620199239164053779e+03 6.890243995668562604e+01 2.247324981832583141e-02 1.162208499225348413e-01 1.069270463764202157e-02 1.904726997623507384e-09 9.739947676069646842e-01
2.620968547467233293e+03 6.894007795149167350e+01 2.247325508054404120e-02 1.162206126680197932e-01 1.084533815310982294e-02 1.904726997623251371e-09 9.739960714267280606e-01
2.621553619354585408e+03 6.896853816425912953e+01 2.247324797091458659e-02 1.162203157047360796e-01 1.087238066024368184e-02 1.904726997624078552e-09 9.739951012103157391e-01
2.619718976071172165e+03 6.880631391309620426e+01 2.247324814893846695e-02 1.162204690211982167e-01 1.068547662866166370e-02 1.904726997624328360e-09 9.740001737701990958e-01
2.619818398076253743e+03 6.886398162072217133e+01 2.247324741735528403e-02 1.162202606332456561e-01 1.059122329766185033e-02 1.904726997624561625e-09 9.739995539762549281e-01
2.620008929193240874e+03 6.888830345308674907e+01 2.247324659064298472e-02 1.162210523858797362e-01 1.063514085210428943e-02 1.904726997626097286e-09 9.739955341430065472e-01
2.620008929193240874e+03 6.888830345308674907e+01 2.247324659064298472e-02 1.162210523858797362e-01 1.063514085210428943e-02 1.904726997626097286e-09 9.739955341430065472e-01
2.620133468134788473e+03 6.891471453648112799e+01 2.247325286926025317e-02 1.162200968358779174e-01 1.045355334261610300e-02 1.904726997628082520e-09 9.739949115647836830e-01
2.619792121597920413e+03 6.885905195706270376e+01 2.247324971935218962e-02 1.162217881704263600e-01 1.047428223182943728e-02 1.904726997627974573e-09 9.739980019966620883e-01
2.619903519464055080e+03 6.887012740673827693e+01 2.247326196886439281e-02 1.162234421408878393e-01 1.031505127280831977e-02 1.904726997625449604e-09 9.739942217721958562e-01
2.619903519464055080e+03 6.887012740673827693e+01 2.247326196886439281e-02 1.162234421408878393e-01 1.031505127280831977e-02 1.904726997625449604e-09 9.739942217721958562e-01
2.619781920631202411e+03 6.880416228935010281e+01 2.247325075237293843e-02 1.162221626145859138e-01 1.048976358198987560e-02 1.904726997623019347e-09 9.739928987949351136e-01
2.620469102777317858e+03 6.872982121852555792e+01 2.247324313775289975e-02 1.162218326046053213e-01 1.040201636627072039e-02 1.904726997626676313e-09 9.739910627427093015e-01
2.619781622247440282e+03 6.882911753648582476e+01 2.247324996358340821e-02 1.162216608208980068e-01 1.042699143539162036e-02 1.904726997627644941e-09 9.739933832017979576e-01
2.619963199228972371e+03 6.888663048932917832e+01 2.247325199750984867e-02 1.162213213701984299e-01 1.059144841504903317e-02 1.904726997627124644e-09 9.739976623885160389e-01
2.619963199228972371e+03 6.888663048932917832e+01 2.247325199750984867e-02 1.162213213701984299e-01 1.059144841504903317e-02 1.904726997627124644e-09 9.739976623885160389e-01
2.619963199228972371e+03 6.888663048932917832e+01 2.247325199750984867e-02 1.162213213701984299e-01 1.059144841504903317e-02 1.904726997627124644e-09 9.739976623885160389e-01
2.620205563736335080e+03 6.891987970569459776e+01 2.247325557832567655e-02 1.162217992760787300e-01 1.049893663075542397e-02 1.904726997630145094e-09 9.739990000759455313e-01
2.620430754908488780e+03 6.893903579147351479e+01 2.247326182186240584e-02 1.162223131918208030e-01 1.050226085725616300e-02 1.904726997632754849e-09 9.739976970221629893e-01
2.620430754908488780e+03 6.893903579147351479e+01 2.247326182186240584e-02 1.162223131918208030e-01 1.050226085725616300e-02 1.904726997632754849e-09 9.739976970221629893e-01
2.620023392281941597e+03 6.889116212103975556e+01 2.247326760831002898e-02 1.162216432193137888e-01 1.061892687728252169e-02 1.904726997630248492e-09 9.739934594365544651e-01
2.620505336984320820e+03 6.894986336815995287e+01 2.247327515915761506e-02 1.162214162850281063e-01 1.017921146522905891e-02 1.904726997631116204e-09 9.739941392611216608e-01
2.622355230070956623e+03 6.905806396855541607e+01 2.247328194918661592e-02 1.162203695384602664e-01 1.026539353697325345e-02 1.904726997632016591e-09 9.739926307826165530e-01
2.620894185969410501e+03 6.898248254987466055e+01 2.247329790616152401e-02 1.162191829374789043e-01 1.021009592104639950e-02 1.904726997636062331e-09 9.739931226064993952e-01
2.619853174216478692e+03 6.886487529361679094e+01 2.247329119845885986e-02 1.162188139610139254e-01 1.037004074568511312e-02 1.904726997637762601e-09 9.739936919515814751e-01
2.620985164040631389e+03 6.871602098594603092e+01 2.247329131874609490e-02 1.162194373142476644e-01 1.026979975914548912e-02 1.904726997639212235e-09 9.740000461876406890e-01
2.620985164040631389e+03 6.871602098594603092e+01 2.247329131874609490e-02 1.162194373142476644e-01 1.026979975914548912e-02 1.904726997639212235e-09 9.740000461876406890e-01
2.621868124695547067e+03 6.871395250263149990e+01 2.247329124188115687e-02 1.162207969538495422e-01 1.000687259265672750e-02 1.904726997639895486e-09 9.740064382803825804e-01
2.622143466571507815e+03 6.905287609772824453e+01 2.247329976462929257e-02 1.162198420083943445e-01 9.912501729645131418e-03 1.904726997637857313e-09 9.740062911201661233e-01
2.620927419522256059e+03 6.888191680907983994e+01 2.247330259395358826e-02 1.162203963988605732e-01 9.776610831700499951e-03 1.904726997636024281e-09 9.740061254950098668e-01
2.620927419522256059e+03 6.888191680907983994e+01 2.247330259395358826e-02 1.162203963988605732e-01 9.776610831700499951e-03 1.904726997636024281e-09 9.740061254950098668e-01
2.621384154078030861e+03 6.897440616601112140e+01 2.247330051037849108e-02 1.162230650947945892e-01 9.709840814036195186e-03 1.904726997636959408e-09 9.740018447751807029e-01
2.621347587920839487e+03 6.884002482010275514e+01 2.247329872062333797e-02 1.162208406198832616e-01 9.710057092257366046e-03 1.904726997636899851e-09 9.739998423106486225e-01
2.622015638930234218e+03 6.877235869384973910e+01 2.247329919798357611e-02 1.162205290601867058e-01 9.732298346379335274e-03 1.904726997636809275e-09 9.739934362133394474e-01
2.623604149861252154e+03 6.872856697280505500e+01 2.247330237580627901e-02 1.162192320916415750e-01 9.577647518828514769e-03 1.904726997634922476e-09 9.739909334674700103e-01
2.622935724421402028e+03 6.881968646321827521e+01 2.247331337117949857e-02 1.162187274863191871e-01 9.409250885253803501e-03 1.904726997635511842e-09 9.739911456521279653e-01
2.622935724421402028e+03 6.881968646321827521e+01 2.247331337117949857e-02 1.162187274863191871e-01 9.409250885253803501e-03 1.904726997635511842e-09 9.739911456521279653e-01
2.622935724421402028e+03 6.881968646321827521e+01 2.247331337117949857e-02 1.162187274863191871e-01 9.409250885253803501e-03 1.904726997635511842e-09 9.739911456521279653e-01
2.623815382680612402e+03 6.871274272132293959e+01 2.247330634732511850e-02 1.162186074823740867e-01 9.604511436046139772e-03 1.904726997636596690e-09 9.739862697320962326e-01
2.623572752364815187e+03 6.870521197925387469e+01 2.247329874048414194e-02 1.162171244811840976e-01 9.683901139924696796e-03 1.904726997637140147e-09 9.739846457501739607e-01
2.624989800463254596e+03 6.862323372821258261e+01 2.247330794914469826e-02 1.162176745383949328e-01 9.832165249798506881e-03 1.904726997634722712e-09 9.739864991426910867e-01
2.624989800463254596e+03 6.862323372821258261e+01 2.247330794914469826e-02 1.162176745383949328e-01 9.832165249798506881e-03 1.904726997634722712e-09 9.739864991426910867e-01
2.621941002577576910e+03 6.881932704296410463e+01 2.247330044228390208e-02 1.162185254991642130e-01 9.614145212971431445e-03 1.904726997631619130e-09 9.739814148769968538e-01
2.624943632209449333e+03 6.867709028570918406e+01 2.247330254116994969e-02 1.162192887225761834e-01 9.565201787413366019e-03 1.904726997628527956e-09 9.739792302105634292e-01
2.624943632209449333e+03 6.867709028570918406e+01 2.247330254116994969e-02 1.162192887225761834e-01 9.565201787413366019e-03 1.904726997628527956e-09 9.739792302105634292e-01
2.624943632209449333e+03 6.867709028570918406e+01 2.247330254116994969e-02 1.162192887225761834e-01 9.565201787413366019e-03 1.904726997628527956e-09 9.739792302105634292e-01
2.626261766517038268e+03 6.863741565150550628e+01 2.247330232654878163e-02 1.162213011817079256e-01 9.542929020011614236e-03 1.904726997630231535e-09 9.739871220726422640e-01
2.626775296434736447e+03 6.859871034630980091e+01 2.247330152976922957e-02 1.162205917437774683e-01 9.666066059784246198e-03 1.904726997627373212e-09 9.739836449365270044e-01
2.626775296434736447e+03 6.859871034630980091e+01 2.247330152976922957e-02 1.162205917437774683e-01 9.666066059784246198e-03 1.904726997627373212e-09 9.739836449365270044e-01
2.629233622004469908e+03 6.855986643479226927e+01 2.247329898173492518e-02 1.162226115776566343e-01 9.526697356821128837e-03 1.904726997622493674e-09 9.739846752976828448e-01
2.629233622004469908e+03 6.855986643479226927e+01 2.247329898173492518e-02 1.162226115776566343e-01 9.526697356821128837e-03 1.904726997622493674e-09 9.739846752976828448e-01
2.629361446701585464e+03 6.850653163586457595e+01 2.247330264007123615e-02 1.162222810777239768e-01 9.826050918189563679e-03 1.904726997629201695e-09 9.739824180140074228e-01
2.624651350675783760e+03 6.857869885374527996e+01 2.247330608962351886e-02 1.162236151190123301e-01 1.015573053853858695e-02 1.904726997629197973e-09 9.739839344232723573e-01
2.624651350675783760e+03 6.857869885374527996e+01 2.247330608962351886e-02 1.162236151190123301e-01 1.015573053853858695e-02 1.904726997629197973e-09 9.739839344232723573e-01
2.624651350675783760e+03 6.857869885374527996e+01 2.247330608962351886e-02 1.162236151190123301e-01 1.015573053853858695e-02 1.904726997629197973e-09 9.739839344232723573e-01
2.624651350675783760e+03 6.857869885374527996e+01 2.247330608962351886e-02 1.162236151190123301e-01 1.015573053853858695e-02 1.904726997629197973e-09 9.739839344232723573e-01
2.624651350675783760e+03 6.857869885374527996e+01 2.247330608962351886e-02 1.162236151190123301e-01 1.015573053853858695e-02 1.904726997629197973e-09 9.739839344232723573e-01
2.621350022525039094e+03 6.868499173537709623e+01 2.247330663834192985e-02 1.162265640826728313e-01 1.030599753317312621e-02 1.904726997631298184e-09 9.739823429113058095e-01
2.619734716554318766e+03 6.879883051605169442e+01 2.247329636240512352e-02 1.162286833793479690e-01 1.066523042285048850e-02 1.904726997631856945e-09 9.739764574525903162e-01
2.620253329598474011e+03 6.873924195217456656e+01 2.247330540484718600e-02 1.162296311306613567e-01 1.043955616461338630e-02 1.904726997628555253e-09 9.739718520374780475e-01
2.619777549850703508e+03 6.883687602757244406e+01 2.247328826086197884e-02 1.162288633812112587e-01 1.044602341611009129e-02 1.904726997628984974e-09 9.739680176508507259e-01
2.620174952818060319e+03 6.889867550313260836e+01 2.247329177871496345e-02 1.162298239927826299e-01 1.065148199503377149e-02 1.904726997630275375e-09 9.739708240873657941e-01
2.619873554634201810e+03 6.884389252776715296e+01 2.247329149818655392e-02 1.162307991215700276e-01 1.075887499968089175e-02 1.904726997633288794e-09 9.739719107535679266e-01
2.620558019680044254e+03 6.868843287094975381e+01 2.247328812314366292e-02 1.162297139636039589e-01 1.118126335722985018e-02 1.904726997634846789e-09 9.739680960380399100e-01
2.621503658063398234e+03 6.862479819389805868e+01 2.247328195843375717e-02 1.162286635932593543e-01 1.078002493410483431e-02 1.904726997636339436e-09 9.739652524990483062e-01
2.621503658063398234e+03 6.862479819389805868e+01 2.247328195843375717e-02 1.162286635932593543e-01 1.078002493410483431e-02 1.904726997636339436e-09 9.739652524990483062e-01
2.620337593263760027e+03 6.880060358411321886e+01 2.247327907019262480e-02 1.162295858061351134e-01 1.116841085653259673e-02 1.904726997633332221e-09 9.739654290746013743e-01
2.620337593263760027e+03 6.880060358411321886e+01 2.247327907019262480e-02 1.162295858061351134e-01 1.116841085653259673e-02 1.904726997633332221e-09 9.739654290746013743e-01
2.620175740169740038e+03 6.877763567240225484e+01 2.247327535032545009e-02 1.162296919455346050e-01 1.112178643041666221e-02 1.904726997632305277e-09 9.739632880263435766e-01
2.620175740169740038e+03 6.877763567240225484e+01 2.247327535032545009e-02 1.162296919455346050e-01 1.112178643041666221e-02 1.904726997632305277e-09 9.739632880263435766e-01
2.620175740169740038e+03 6.877763567240225484e+01 2.247327535032545009e-02 1.162296919455346050e-01 1.112178643041666221e-02 1.904726997632305277e-09 9.739632880263435766e-01
2.620471569627337885e+03 6.874775693382947850e+01 2.247326655310942847e-02 1.162311511018161436e-01 1.127809239061183973e-02 1.904726997632946342e-09 9.739650784713707043e-01
2.621119297504553742e+03 6.864302163970666015e+01 2.247325694007849123e-02 1.162300071011403702e-01 1.127047318985482244e-02 1.904726997630762585e-09 9.739653929168253788e-01
2.621119297504553742e+03 6.864302163970666015e+01 2.247325694007849123e-02 1.162300071011403702e-01 1.127047318985482244e-02 1.904726997630762585e-09 9.739653929168253788e-01
2.620319035181784784e+03 6.873872930637888601e+01 2.247324722789852125e-02 1.162300942914224755e-01 1.119553145804445121e-02 1.904726997630984269e-09 9.739652834397637404e-01
2.621053571443219880e+03 6.872976930866765599e+01 2.247324707579240882e-02 1.162317697038794950e-01 1.150222736856139696e-02 1.904726997629677324e-09 9.739648407971848165e-01
2.620619819663560975e+03 6.872952091767641036e+01 2.247324885412246842e-02 1.162317765452274276e-01 1.133426279016144268e-02 1.904726997631145983e-09 9.739598666550374206e-01
2.620424780944907980e+03 6.874137246576023585e+01 2.247325165175925385e-02 1.162341236419715540e-01 1.125084814747925009e-02 1.904726997633905044e-09 9.739613726902766055e-01
2.620728834324734635e+03 6.868537586468870870e+01 2.247325987102340855e-02 1.162340182329512639e-01 1.129474502148516621e-02 1.904726997639401659e-09 9.739651276993555040e-01
2.620097060377698199e+03 6.875604752562789201e+01 2.247325756945938238e-02 1.162332026107467386e-01 1.107212468292214508e-02 1.904726997637128153e-09 9.739640068992109212e-01
2.620401301515578780e+03 6.877154635684119910e+01 2.247325082307829666e-02 1.162323459068048404e-01 1.123404444695635766e-02 1.904726997635215712e-09 9.739625395415081321e-01
2.620401301515578780e+03 6.877154635684119910e+01 2.247325082307829666e-02 1.162323459068048404e-01 1.123404444695635766e-02 1.904726997635215712e-09 9.739625395415081321e-01
2.620870053045910026e+03 6.866057569605450794e+01 2.247326018655536328e-02 1.162327824173636920e-01 1.123562828244972604e-02 1.904726997633438514e-09 9.739668641603750343e-01
2.620754330109529747e+03 6.866076764790349785e+01 2.247325095746814314e-02 1.162314139861952561e-01 1.105749610887048033e-02 1.904726997631979781e-09 9.739637745313370898e-01
2.620754330109529747e+03 6.866076764790349785e+01 2.247325095746814314e-02 1.162314139861952561e-01 1.105749610887048033e-02 1.904726997631979781e-09 9.739637745313370898e-01
2.620391076976127806e+03 6.885761879215050385e+01 2.247325192951901002e-02 1.162298489257412443e-01 1.101553895439305424e-02 1.904726997631697712e-09 9.739641197231654335e-01
2.621088712957393454e+03 6.893039189633805108e+01 2.247324614642023238e-02 1.162286161330650242e-01 1.091634601843273142e-02 1.904726997631285363e-09 9.739630237306580174e-01
2.621088712957393454e+03 6.893039189633805108e+01 2.247324614642023238e-02 1.162286161330650242e-01 1.091634601843273142e-02 1.904726997631285363e-09 9.739630237306580174e-01
2.620697885314992618e+03 6.875122996406255993e+01 2.247323759875769628e-02 1.162283966189212175e-01 1.137136824983119542e-02 1.904726997635398105e-09 9.739613270854334814e-01
2.623978488421312250e+03 6.893740853743528874e+01 2.247323708915690416e-02 1.162282408815474288e-01 1.158680509354364542e-02 1.904726997632948823e-09 9.739583934523241560e-01
2.622518189595966305e+03 6.888865814916415786e+01 2.247324071274105564e-02 1.162300686836277297e-01 1.150164497699350183e-02 1.904726997633602709e-09 9.739584407500482266e-01
2.621901791643077104e+03 6.886932032672953596e+01 2.247322528223240704e-02 1.162307821933770968e-01 1.143452676090324013e-02 1.904726997636061090e-09 9.739581303786180033e-01
2.621711134838266844e+03 6.884712810256816340e+01 2.247322684339004770e-02 1.162308234810754959e-01 1.146619248216742756e-02 1.904726997634413346e-09 9.739612292253903014e-01
2.620493181913240278e+03 6.878202838522601326e+01 2.247322787495211263e-02 1.162306885507639609e-01 1.126242035261134852e-02 1.904726997632357389e-09 9.739634863987779445e-01
2.620546854064084528e+03 6.868397238243038316e+01 2.247323121048927508e-02 1.162320496186723534e-01 1.113626972625469252e-02 1.904726997634295060e-09 9.739641032138578458e-01
2.620546854064084528e+03 6.868397238243038316e+01 2.247323121048927508e-02 1.162320496186723534e-01 1.113626972625469252e-02 1.904726997634295060e-09 9.739641032138578458e-01
2.620004683553455834e+03 6.875481874931334403e+01 2.247322992445902057e-02 1.162333876198323596e-01 1.099926789118702529e-02 1.904726997634264454e-09 9.739682064103994952e-01
2.620004683553455834e+03 6.875481874931334403e+01 2.247322992445902057e-02 1.162333876198323596e-01 1.099926789118702529e-02 1.904726997634264454e-09 9.739682064103994952e-01
