chisq H0 ombh2 omch2 tau As ns
2.621472988671309849e+03 6.861394528246177060e+01 2.247324151640914258e-02 1.162337255489482024e-01 1.121827305009610518e-02 1.904726997630890384e-09 9.739685827053589096e-01
2.620754026369926578e+03 6.866917701994499623e+01 2.247324971693313508e-02 1.162325814104612220e-01 1.120688121348098476e-02 1.904726997630750591e-09 9.739640121562324060e-01
2.620108450395078762e+03 6.881218167226998617e+01 2.247324812260908383e-02 1.162333579266471295e-01 1.102486998802636349e-02 1.904726997630353130e-09 9.739630343763768794e-01
2.619908333078899886e+03 6.875518223321842015e+01 2.247324890441105422e-02 1.162331306459979119e-01 1.087858326612761370e-02 1.904726997629252153e-09 9.739652100572067095e-01
2.620768277762474099e+03 6.865861272012350014e+01 2.247324953760737598e-02 1.162322054946406669e-01 1.099472949885889686e-02 1.904726997636158284e-09 9.739662948970569945e-01
2.620240300376980485e+03 6.873455827990214573e+01 2.247325499061068876e-02 1.162316219869072159e-01 1.113888074462770703e-02 1.904726997635656599e-09 9.739649840340646181e-01
2.620240300376980485e+03 6.873455827990214573e+01 2.247325499061068876e-02 1.162316219869072159e-01 1.113888074462770703e-02 1.904726997635656599e-09 9.739649840340646181e-01
2.620571875270780765e+03 6.889948870253839175e+01 2.247324226022907531e-02 1.162322227158600618e-01 1.087990245876375474e-02 1.904726997633027819e-09 9.739639518600594625e-01
2.620571875270780765e+03 6.889948870253839175e+01 2.247324226022907531e-02 1.162322227158600618e-01 1.087990245876375474e-02 1.904726997633027819e-09 9.739639518600594625e-01
2.620863078280785430e+03 6.893487561280636555e+01 2.247323751204412245e-02 1.162326923663793976e-01 1.077694803206096473e-02 1.904726997633974527e-09 9.739645919354277259e-01
2.620184610818818783e+03 6.886149386277909912e+01 2.247323847962453755e-02 1.162326750353363802e-01 1.089031603546282596e-02 1.904726997634315326e-09 9.739664805454819607e-01
2.620365718284399463e+03 6.884860087765187586e+01 2.247322922721703767e-02 1.162343948108067598e-01 1.103243470606229439e-02 1.904726997631059129e-09 9.739655774584849990e-01
2.620365718284399463e+03 6.884860087765187586e+01 2.247322922721703767e-02 1.162343948108067598e-01 1.103243470606229439e-02 1.904726997631059129e-09 9.739655774584849990e-01
2.620919152416656743e+03 6.873095624283706684e+01 2.247323280139937318e-02 1.162341794631772812e-01 1.145427965034938669e-02 1.904726997633397982e-09 9.739648652349262026e-01
2.620919152416656743e+03 6.873095624283706684e+01 2.247323280139937318e-02 1.162341794631772812e-01 1.145427965034938669e-02 1.904726997633397982e-09 9.739648652349262026e-01
2.621030824062699139e+03 6.868801365856116092e+01 2.247323785883935041e-02 1.162337035769930166e-01 1.145346618261638104e-02 1.904726997635512669e-09 9.739602413993962982e-01
2.620990063417504189e+03 6.882534901508698510e+01 2.247323431592634230e-02 1.162340717031013909e-01 1.132965869706395283e-02 1.904726997638602189e-09 9.739569137205339455e-01
2.620247889954259335e+03 6.876120670617797259e+01 2.247324111968485374e-02 1.162334677162414065e-01 1.116333076316605374e-02 1.904726997639603905e-09 9.739595823397259045e-01
2.620669997656310443e+03 6.870119240258262039e+01 2.247324609590556008e-02 1.162352638058565535e-01 1.131587739228826286e-02 1.904726997640635813e-09 9.739644945742806925e-01
2.620669997656310443e+03 6.870119240258262039e+01 2.247324609590556008e-02 1.162352638058565535e-01 1.131587739228826286e-02 1.904726997640635813e-09 9.739644945742806925e-01
2.620669997656310443e+03 6.870119240258262039e+01 2.247324609590556008e-02 1.162352638058565535e-01 1.131587739228826286e-02 1.904726997640635813e-09 9.739644945742806925e-01
2.620669997656310443e+03 6.870119240258262039e+01 2.247324609590556008e-02 1.162352638058565535e-01 1.131587739228826286e-02 1.904726997640635813e-09 9.739644945742806925e-01
2.620669997656310443e+03 6.870119240258262039e+01 2.247324609590556008e-02 1.162352638058565535e-01 1.131587739228826286e-02 1.904726997640635813e-09 9.739644945742806925e-01
2.621461884502983139e+03 6.869121799629883185e+01 2.247325065653467749e-02 1.162345662138142971e-01 1.162021146319681432e-02 1.904726997641297143e-09 9.739682719117409571e-01
2.620948093372716357e+03 6.881155410674172401e+01 2.247324227426925058e-02 1.162348259786629007e-01 1.135723157353960878e-02 1.904726997644765098e-09 9.739678005034901886e-01
2.620000388831062082e+03 6.876106834774388687e+01 2.247323518178457810e-02 1.162353008833822698e-01 1.100429017980606404e-02 1.904726997647856272e-09 9.739654032278597384e-01
2.620570975474473471e+03 6.885415026636104585e+01 2.247322097535028179e-02 1.162365265585227625e-01 1.109201012385364372e-02 1.904726997647057629e-09 9.739666501029192736e-01
2.620386296488673452e+03 6.879217079548361369e+01 2.247321560699830703e-02 1.162361403563468010e-01 1.119694073825529962e-02 1.904726997649843987e-09 9.739651281544050576e-01
2.620360354734448265e+03 6.883703486916471093e+01 2.247321044335390955e-02 1.162365922396613738e-01 1.106642000952539132e-02 1.904726997649440737e-09 9.739619471321085964e-01
2.620489593149857683e+03 6.872874572799807424e+01 2.247320056422769802e-02 1.162386460295709301e-01 1.127255346417993000e-02 1.904726997652926062e-09 9.739625346748086443e-01
2.620489593149857683e+03 6.872874572799807424e+01 2.247320056422769802e-02 1.162386460295709301e-01 1.127255346417993000e-02 1.904726997652926062e-09 9.739625346748086443e-01
2.620956575264093772e+03 6.874282299963482501e+01 2.247319620862422290e-02 1.162379487607740070e-01 1.146012389891216607e-02 1.904726997652439266e-09 9.739615878943006511e-01
2.622300029906378313e+03 6.880932587398068279e+01 2.247318956392821074e-02 1.162388484569826519e-01 1.169233585182918866e-02 1.904726997652165470e-09 9.739617914621520045e-01
2.620747245394350102e+03 6.872912189094215307e+01 2.247317557856083267e-02 1.162404278164680393e-01 1.138387463361991564e-02 1.904726997652468218e-09 9.739595415866503236e-01
2.620747245394350102e+03 6.872912189094215307e+01 2.247317557856083267e-02 1.162404278164680393e-01 1.138387463361991564e-02 1.904726997652468218e-09 9.739595415866503236e-01
2.621385183265647356e+03 6.877130737950128037e+01 2.247317803685498078e-02 1.162395686675214146e-01 1.155265095574499294e-02 1.904726997650937934e-09 9.739583636418293056e-01
2.622032428988120500e+03 6.869716087932418702e+01 2.247317683043531175e-02 1.162390482811289927e-01 1.177933883074611110e-02 1.904726997652051732e-09 9.739564482721237981e-01
2.623753133979914764e+03 6.873995425147008120e+01 2.247317600287184261e-02 1.162393268910545951e-01 1.209878956379517763e-02 1.904726997651492558e-09 9.739544084140838720e-01
2.622514792723308346e+03 6.874809709980350192e+01 2.247317379377904850e-02 1.162380676335008217e-01 1.185455550967135126e-02 1.904726997653689136e-09 9.739584440337337723e-01
2.622125079315275798e+03 6.860092491269534776e+01 2.247317653633679191e-02 1.162398025147469149e-01 1.160149351608130534e-02 1.904726997653825621e-09 9.739635588162659507e-01
2.621867827607058643e+03 6.874448673790834619e+01 2.247317497974236911e-02 1.162401947253178247e-01 1.171514752898894160e-02 1.904726997653827275e-09 9.739691526181188941e-01
2.621867827607058643e+03 6.874448673790834619e+01 2.247317497974236911e-02 1.162401947253178247e-01 1.171514752898894160e-02 1.904726997653827275e-09 9.739691526181188941e-01
2.621347642037994319e+03 6.873381513887048300e+01 2.247316549195002566e-02 1.162399360629294970e-01 1.158840874142960317e-02 1.904726997655229347e-09 9.739702711540185742e-01
2.621347642037994319e+03 6.873381513887048300e+01 2.247316549195002566e-02 1.162399360629294970e-01 1.158840874142960317e-02 1.904726997655229347e-09 9.739702711540185742e-01
2.622471242463292128e+03 6.857112980734513030e+01 2.247317392938603595e-02 1.162399956036352794e-01 1.154865570781865927e-02 1.904726997654264027e-09 9.739744134371214335e-01
2.622471242463292128e+03 6.857112980734513030e+01 2.247317392938603595e-02 1.162399956036352794e-01 1.154865570781865927e-02 1.904726997654264027e-09 9.739744134371214335e-01
2.621779142526788291e+03 6.859527323226407702e+01 2.247317246530128668e-02 1.162389526935320438e-01 1.127365448584325032e-02 1.904726997653892209e-09 9.739724660233599618e-01
2.620756409136586626e+03 6.865769690814416037e+01 2.247316880074149564e-02 1.162387054191444946e-01 1.107008691791685172e-02 1.904726997654751650e-09 9.739720664882892676e-01
2.620649733328295497e+03 6.867011398547224132e+01 2.247316879309765175e-02 1.162390253459972128e-01 1.077891138821863992e-02 1.904726997655918388e-09 9.739747444054975833e-01
2.620553203987452889e+03 6.867299355783336523e+01 2.247316593945382357e-02 1.162400273345639695e-01 1.087366355584713090e-02 1.904726997653673833e-09 9.739729266851984146e-01
2.620233251302192457e+03 6.884662948402615257e+01 2.247315707543951283e-02 1.162403083110292862e-01 1.096847915851607326e-02 1.904726997656495346e-09 9.739695326133359643e-01
2.620599085491110145e+03 6.881806360289058944e+01 2.247315749653448075e-02 1.162402452642349177e-01 1.121569647031747316e-02 1.904726997656131801e-09 9.739670556724856487e-01
2.621836584707571092e+03 6.891608667398247690e+01 2.247315893572535486e-02 1.162388327693991141e-01 1.120597150235850929e-02 1.904726997656505686e-09 9.739675582035376422e-01
2.621836584707571092e+03 6.891608667398247690e+01 2.247315893572535486e-02 1.162388327693991141e-01 1.120597150235850929e-02 1.904726997656505686e-09 9.739675582035376422e-01
2.623662357805961165e+03 6.901592956011538149e+01 2.247316541972153164e-02 1.162381525370321245e-01 1.107774255851716634e-02 1.904726997657336176e-09 9.739662289518943306e-01
2.623662357805961165e+03 6.901592956011538149e+01 2.247316541972153164e-02 1.162381525370321245e-01 1.107774255851716634e-02 1.904726997657336176e-09 9.739662289518943306e-01
2.620357388146572703e+03 6.886401731800653181e+01 2.247316622215086296e-02 1.162385826725594457e-01 1.095193447774838076e-02 1.904726997653755724e-09 9.739623498782390421e-01
2.620357388146572703e+03 6.886401731800653181e+01 2.247316622215086296e-02 1.162385826725594457e-01 1.095193447774838076e-02 1.904726997653755724e-09 9.739623498782390421e-01
2.620214656214696788e+03 6.883632311075979260e+01 2.247316243559368751e-02 1.162383706279301460e-01 1.100008818957382874e-02 1.904726997651015688e-09 9.739657463459355791e-01
2.620214656214696788e+03 6.883632311075979260e+01 2.247316243559368751e-02 1.162383706279301460e-01 1.100008818957382874e-02 1.904726997651015688e-09 9.739657463459355791e-01
2.620214656214696788e+03 6.883632311075979260e+01 2.247316243559368751e-02 1.162383706279301460e-01 1.100008818957382874e-02 1.904726997651015688e-09 9.739657463459355791e-01
2.620527544337781819e+03 6.868088380502798884e+01 2.247317410307712870e-02 1.162366944287243908e-01 1.110103545319632290e-02 1.904726997656208728e-09 9.739695805670421924e-01
2.619814326472609082e+03 6.881769322300374370e+01 2.247318240489288785e-02 1.162363661745039051e-01 1.079604828440794591e-02 1.904726997654110171e-09 9.739723119185449418e-01
2.619950307562783564e+03 6.882931811252515786e+01 2.247318462425045016e-02 1.162364868599330137e-01 1.087580117227037423e-02 1.904726997655837324e-09 9.739713958837886709e-01
2.619950307562783564e+03 6.882931811252515786e+01 2.247318462425045016e-02 1.162364868599330137e-01 1.087580117227037423e-02 1.904726997655837324e-09 9.739713958837886709e-01
2.619950307562783564e+03 6.882931811252515786e+01 2.247318462425045016e-02 1.162364868599330137e-01 1.087580117227037423e-02 1.904726997655837324e-09 9.739713958837886709e-01
2.620059835778293291e+03 6.872940581301803320e+01 2.247319143565727068e-02 1.162352386186512598e-01 1.094948337980616859e-02 1.904726997654235903e-09 9.739707294225440348e-01
2.620376698011797544e+03 6.869968431208151571e+01 2.247319485039994680e-02 1.162342910273100188e-01 1.067703463315261558e-02 1.904726997655283113e-09 9.739691171121147573e-01
2.620376698011797544e+03 6.869968431208151571e+01 2.247319485039994680e-02 1.162342910273100188e-01 1.067703463315261558e-02 1.904726997655283113e-09 9.739691171121147573e-01
2.620376698011797544e+03 6.869968431208151571e+01 2.247319485039994680e-02 1.162342910273100188e-01 1.067703463315261558e-02 1.904726997655283113e-09 9.739691171121147573e-01
2.619919487915985428e+03 6.877700548404118308e+01 2.247320300473735696e-02 1.162353627085087465e-01 1.044078007772555362e-02 1.904726997654032416e-09 9.739665754639060813e-01
2.619949689055454655e+03 6.874123533721693491e+01 2.247320983318437659e-02 1.162345887225906399e-01 1.074736167034524154e-02 1.904726997650978052e-09 9.739642566731198103e-01
2.619963536933080377e+03 6.878502539517245395e+01 2.247320725095478325e-02 1.162359140764203519e-01 1.097821948247983299e-02 1.904726997648691725e-09 9.739638840918262153e-01
2.619963536933080377e+03 6.878502539517245395e+01 2.247320725095478325e-02 1.162359140764203519e-01 1.097821948247983299e-02 1.904726997648691725e-09 9.739638840918262153e-01
2.624415010392784552e+03 6.851006023089017560e+01 2.247321881618076500e-02 1.162398874671719540e-01 1.076937109458586152e-02 1.904726997651063665e-09 9.739660508752416845e-01
2.624774210000470703e+03 6.847625930342512390e+01 2.247322747586553982e-02 1.162389790207342122e-01 1.116647034636364909e-02 1.904726997651763873e-09 9.739655773183131249e-01
2.621047907161092098e+03 6.863747366494295932e+01 2.247322660821875900e-02 1.162393204447238898e-01 1.111919207766214231e-02 1.904726997654169728e-09 9.739610152318651792e-01
2.620312268462409520e+03 6.869825079600626339e+01 2.247322384087603250e-02 1.162406820283588826e-01 1.101816287098267462e-02 1.904726997652681630e-09 9.739608339701760764e-01
2.620312268462409520e+03 6.869825079600626339e+01 2.247322384087603250e-02 1.162406820283588826e-01 1.101816287098267462e-02 1.904726997652681630e-09 9.739608339701760764e-01
2.620312268462409520e+03 6.869825079600626339e+01 2.247322384087603250e-02 1.162406820283588826e-01 1.101816287098267462e-02 1.904726997652681630e-09 9.739608339701760764e-01
2.620566470871215643e+03 6.869091794072485868e+01 2.247322060501939084e-02 1.162409380844104945e-01 1.121619824903616856e-02 1.904726997654256996e-09 9.739574909536382608e-01
2.621228042422946146e+03 6.885444057093830850e+01 2.247322720794927425e-02 1.162409478174557254e-01 1.129104733264355530e-02 1.904726997656852688e-09 9.739520246999634479e-01
2.621732882177574538e+03 6.888678743229307599e+01 2.247323556295684199e-02 1.162404266751934367e-01 1.130211011666879158e-02 1.904726997658709295e-09 9.739526903005117919e-01
2.620511793059012234e+03 6.877442485612600365e+01 2.247323665389692332e-02 1.162408664164164274e-01 1.126573981218329315e-02 1.904726997656417591e-09 9.739569893839015169e-01
2.620677069360694531e+03 6.866306613967218198e+01 2.247324804480873781e-02 1.162403898828879706e-01 1.092622858700416019e-02 1.904726997657191833e-09 9.739547598270873463e-01
2.621371746984153106e+03 6.889339533943780225e+01 2.247324603837981896e-02 1.162402148823660497e-01 1.117578638952510320e-02 1.904726997657234432e-09 9.739549474566153719e-01
2.621371746984153106e+03 6.889339533943780225e+01 2.247324603837981896e-02 1.162402148823660497e-01 1.117578638952510320e-02 1.904726997657234432e-09 9.739549474566153719e-01
2.621371746984153106e+03 6.889339533943780225e+01 2.247324603837981896e-02 1.162402148823660497e-01 1.117578638952510320e-02 1.904726997657234432e-09 9.739549474566153719e-01
2.620021054613431261e+03 6.884069690769692329e+01 2.247323403966085265e-02 1.162401139052847976e-01 1.085779003045665020e-02 1.904726997660989832e-09 9.739501847297096226e-01
2.619778432148313641e+03 6.879307853169095210e+01 2.247322687289457846e-02 1.162402313116136926e-01 1.074699410991046024e-02 1.904726997660747055e-09 9.739422923745252314e-01
2.619778432148313641e+03 6.879307853169095210e+01 2.247322687289457846e-02 1.162402313116136926e-01 1.074699410991046024e-02 1.904726997660747055e-09 9.739422923745252314e-01
2.619778432148313641e+03 6.879307853169095210e+01 2.247322687289457846e-02 1.162402313116136926e-01 1.074699410991046024e-02 1.904726997660747055e-09 9.739422923745252314e-01
2.620589257219233787e+03 6.894614203664308150e+01 2.247323654209591390e-02 1.162395293058996054e-01 1.041113257213719875e-02 1.904726997662062272e-09 9.739473706575583201e-01
2.620139190504038652e+03 6.889695149269840613e+01 2.247324110716034454e-02 1.162401712665293574e-01 1.056918952881971858e-02 1.904726997658961999e-09 9.739505374864977361e-01
2.620139190504038652e+03 6.889695149269840613e+01 2.247324110716034454e-02 1.162401712665293574e-01 1.056918952881971858e-02 1.904726997658961999e-09 9.739505374864977361e-01
2.620139190504038652e+03 6.889695149269840613e+01 2.247324110716034454e-02 1.162401712665293574e-01 1.056918952881971858e-02 1.904726997658961999e-09 9.739505374864977361e-01
2.619899894064877117e+03 6.883360054089985169e+01 2.247323511348564562e-02 1.162394365607772595e-01 1.028831142890948222e-02 1.904726997660006728e-09 9.739497155531900985e-01
2.619894496279056511e+03 6.884214911196696107e+01 2.247324626118029148e-02 1.162386942207692814e-01 1.029104985754214323e-02 1.904726997659009976e-09 9.739527054596909261e-01
2.619836910966928372e+03 6.879942874329404390e+01 2.247326059740039489e-02 1.162387236216303743e-01 1.041875177952523643e-02 1.904726997657232778e-09 9.739520578214722057e-01
2.620500693033226980e+03 6.872510387054479963e+01 2.247325598766907601e-02 1.162384240817371239e-01 1.036323663504410374e-02 1.904726997659867348e-09 9.739495152923846044e-01
2.619862768774890810e+03 6.875771002037080848e+01 2.247325132815799348e-02 1.162391929765020926e-01 1.078022458693758852e-02 1.904726997659027760e-09 9.739494406594971787e-01
2.620284653904011066e+03 6.870422687751813839e+01 2.247325670812397660e-02 1.162368447828518586e-01 1.071820724844901526e-02 1.904726997659011630e-09 9.739530660264585915e-01
2.620284653904011066e+03 6.870422687751813839e+01 2.247325670812397660e-02 1.162368447828518586e-01 1.071820724844901526e-02 1.904726997659011630e-09 9.739530660264585915e-01
2.619909409614026117e+03 6.878431169267906853e+01 2.247326326910490182e-02 1.162366104877996242e-01 1.041654562226325409e-02 1.904726997661354205e-09 9.739500115432281335e-01
2.620737586198181361e+03 6.896183884281225573e+01 2.247325359892026961e-02 1.162363294122221447e-01 1.030803468658130807e-02 1.904726997665380093e-09 9.739506153777508501e-01
2.620279976621683545e+03 6.890480238807987234e+01 2.247326181115104349e-02 1.162371268937401197e-01 1.064077540396956775e-02 1.904726997667522491e-09 9.739506147233794042e-01
2.620602710103567915e+03 6.887168376353254473e+01 2.247325655860590160e-02 1.162374377653284524e-01 1.102132740837593987e-02 1.904726997666611765e-09 9.739546057870592799e-01
2.620455309319314892e+03 6.888228340619184564e+01 2.247325934919754478e-02 1.162374765105918945e-01 1.090485543374819857e-02 1.904726997663935836e-09 9.739561536027553368e-01
2.620562507218253813e+03 6.892547059295145573e+01 2.247326002344052914e-02 1.162366560397220944e-01 1.066077635157904914e-02 1.904726997666557171e-09 9.739487349799421656e-01
2.621016692484683517e+03 6.897504955347585565e+01 2.247326819759900771e-02 1.162342162309663723e-01 1.042861140139256237e-02 1.904726997669305479e-09 9.739445235822592473e-01
2.624535086962245259e+03 6.906893772818594357e+01 2.247326295331950052e-02 1.162347882515030600e-01 1.090098718329388268e-02 1.904726997669351801e-09 9.739429516391914232e-01
2.624535086962245259e+03 6.906893772818594357e+01 2.247326295331950052e-02 1.162347882515030600e-01 1.090098718329388268e-02 1.904726997669351801e-09 9.739429516391914232e-01
2.624535086962245259e+03 6.906893772818594357e+01 2.247326295331950052e-02 1.162347882515030600e-01 1.090098718329388268e-02 1.904726997669351801e-09 9.739429516391914232e-01
2.623104315377314379e+03 6.894814594831096599e+01 2.247326286866209791e-02 1.162343230829174789e-01 1.134450887831137469e-02 1.904726997669900635e-09 9.739385653509413654e-01
2.622650225069231055e+03 6.893131958208913090e+01 2.247326073648802172e-02 1.162358760299003479e-01 1.132174274159382724e-02 1.904726997668595758e-09 9.739328429598499426e-01
2.621418764968418145e+03 6.879135988935466628e+01 2.247326727906744440e-02 1.162359965580200549e-01 1.151847942185941359e-02 1.904726997667463348e-09 9.739311202315538152e-01
2.621023302385797706e+03 6.869530721251719285e+01 2.247327353246562215e-02 1.162351660706969769e-01 1.144780000626321494e-02 1.904726997668374074e-09 9.739253381262903408e-01
2.621023302385797706e+03 6.869530721251719285e+01 2.247327353246562215e-02 1.162351660706969769e-01 1.144780000626321494e-02 1.904726997668374074e-09 9.739253381262903408e-01
2.620350313483820628e+03 6.879152876690007190e+01 2.247326638686714464e-02 1.162366821396028788e-01 1.115846746989212872e-02 1.904726997667356228e-09 9.739213433908396889e-01
2.620350313483820628e+03 6.879152876690007190e+01 2.247326638686714464e-02 1.162366821396028788e-01 1.115846746989212872e-02 1.904726997667356228e-09 9.739213433908396889e-01
2.620182577102602409e+03 6.877027248060784359e+01 2.247325214001884286e-02 1.162364272965412948e-01 1.110271084840284625e-02 1.904726997668430322e-09 9.739254770060858934e-01
2.620182577102602409e+03 6.877027248060784359e+01 2.247325214001884286e-02 1.162364272965412948e-01 1.110271084840284625e-02 1.904726997668430322e-09 9.739254770060858934e-01
2.620182577102602409e+03 6.877027248060784359e+01 2.247325214001884286e-02 1.162364272965412948e-01 1.110271084840284625e-02 1.904726997668430322e-09 9.739254770060858934e-01
2.620303871831711149e+03 6.885296051963608477e+01 2.247323818188260228e-02 1.162360442536295307e-01 1.095595409129427808e-02 1.904726997664701805e-09 9.739208316062435422e-01
2.620855021058196144e+03 6.892869682056625891e+01 2.247323850364675926e-02 1.162364030702979500e-01 1.077953606820800971e-02 1.904726997664329988e-09 9.739217858367420488e-01
2.621757672760889363e+03 6.896365467792504944e+01 2.247322793021664517e-02 1.162362825740921729e-01 1.088825916502730862e-02 1.904726997667425711e-09 9.739217695217352588e-01
2.621757672760889363e+03 6.896365467792504944e+01 2.247322793021664517e-02 1.162362825740921729e-01 1.088825916502730862e-02 1.904726997667425711e-09 9.739217695217352588e-01
2.621754636349103748e+03 6.893878280101539247e+01 2.247322876832837796e-02 1.162374094671590474e-01 1.104171962642334741e-02 1.904726997667380216e-09 9.739179434096063570e-01
2.622037539420692156e+03 6.900579547127169633e+01 2.247322429648752201e-02 1.162366369713589004e-01 1.064281019589882922e-02 1.904726997668343468e-09 9.739157338175373768e-01
2.622037539420692156e+03 6.900579547127169633e+01 2.247322429648752201e-02 1.162366369713589004e-01 1.064281019589882922e-02 1.904726997668343468e-09 9.739157338175373768e-01
2.622612620313621846e+03 6.903729634659339354e+01 2.247322540470550467e-02 1.162360072964856578e-01 1.056517528109731686e-02 1.904726997665104642e-09 9.739142882150939595e-01
2.625466086416108737e+03 6.913317695206887947e+01 2.247321095258137183e-02 1.162346734659759351e-01 1.053937376765322342e-02 1.904726997667954693e-09 9.739122873925915025e-01
2.622331418236452009e+03 6.899774364842637908e+01 2.247321487357646988e-02 1.162323811465583029e-01 1.083605968884350512e-02 1.904726997668652834e-09 9.739135015504625237e-01
2.622331418236452009e+03 6.899774364842637908e+01 2.247321487357646988e-02 1.162323811465583029e-01 1.083605968884350512e-02 1.904726997668652834e-09 9.739135015504625237e-01
2.623226171001456350e+03 6.906944591050985593e+01 2.247322804543831071e-02 1.162319934132033800e-01 1.048032872115267113e-02 1.904726997670725748e-09 9.739175872900496245e-01
2.621094376942323379e+03 6.898414089676198557e+01 2.247322948284437641e-02 1.162332168108961838e-01 1.030710304482191676e-02 1.904726997668930353e-09 9.739182587360202259e-01
2.621094376942323379e+03 6.898414089676198557e+01 2.247322948284437641e-02 1.162332168108961838e-01 1.030710304482191676e-02 1.904726997668930353e-09 9.739182587360202259e-01
2.621866432139367589e+03 6.903078870974943015e+01 2.247322946115035483e-02 1.162341740134747864e-01 9.984653754992148245e-03 1.904726997666107185e-09 9.739142545156354025e-01
2.620593739682663909e+03 6.892833982609616328e+01 2.247322114918353861e-02 1.162332793814019744e-01 9.975277161789322666e-03 1.904726997663912675e-09 9.739158031633320389e-01
2.621766633957432077e+03 6.873935281094676952e+01 2.247322132269110803e-02 1.162330852444664608e-01 9.878983827189522643e-03 1.904726997663499912e-09 9.739107602329653002e-01
2.621766633957432077e+03 6.873935281094676952e+01 2.247322132269110803e-02 1.162330852444664608e-01 9.878983827189522643e-03 1.904726997663499912e-09 9.739107602329653002e-01
2.624674006736525371e+03 6.865777725451532376e+01 2.247322360659569432e-02 1.162315994280744558e-01 9.656991850375959072e-03 1.904726997661385638e-09 9.739057507042822026e-01
2.624674006736525371e+03 6.865777725451532376e+01 2.247322360659569432e-02 1.162315994280744558e-01 9.656991850375959072e-03 1.904726997661385638e-09 9.739057507042822026e-01
2.622431425735932862e+03 6.874465503563594382e+01 2.247321876844184455e-02 1.162312070252869700e-01 9.707429073675321110e-03 1.904726997657872189e-09 9.739078822824561721e-01
2.621307542769582142e+03 6.880443283394937737e+01 2.247322059344506601e-02 1.162315297443565210e-01 9.779853127291687417e-03 1.904726997658123238e-09 9.739025280835068576e-01
2.621307542769582142e+03 6.880443283394937737e+01 2.247322059344506601e-02 1.162315297443565210e-01 9.779853127291687417e-03 1.904726997658123238e-09 9.739025280835068576e-01
2.621307542769582142e+03 6.880443283394937737e+01 2.247322059344506601e-02 1.162315297443565210e-01 9.779853127291687417e-03 1.904726997658123238e-09 9.739025280835068576e-01
2.621307542769582142e+03 6.880443283394937737e+01 2.247322059344506601e-02 1.162315297443565210e-01 9.779853127291687417e-03 1.904726997658123238e-09 9.739025280835068576e-01
2.620816900475437706e+03 6.892811891803414426e+01 2.247321595131010485e-02 1.162315768376387809e-01 9.849412181689816068e-03 1.904726997655972982e-09 9.739006310466239436e-01
2.620816900475437706e+03 6.892811891803414426e+01 2.247321595131010485e-02 1.162315768376387809e-01 9.849412181689816068e-03 1.904726997655972982e-09 9.739006310466239436e-01
2.620505433241336505e+03 6.892431793254628758e+01 2.247322315193039238e-02 1.162339849593958807e-01 1.002588825372893212e-02 1.904726997652256873e-09 9.739038765880906334e-01
2.621271998825479386e+03 6.899698035846608946e+01 2.247321719645424196e-02 1.162334666898153374e-01 1.014324475367843308e-02 1.904726997646425250e-09 9.739000403100989134e-01
2.620454124964850507e+03 6.889055426868320353e+01 2.247321732680750486e-02 1.162331628093188490e-01 9.965516753506098446e-03 1.904726997644677831e-09 9.738999706498188136e-01
2.620612729550052336e+03 6.892973434191740978e+01 2.247321303579258300e-02 1.162324647529448668e-01 9.974394131295227436e-03 1.904726997640699919e-09 9.738985389519309033e-01
2.620612729550052336e+03 6.892973434191740978e+01 2.247321303579258300e-02 1.162324647529448668e-01 9.974394131295227436e-03 1.904726997640699919e-09 9.738985389519309033e-01
2.620730100924323324e+03 6.895299535844711158e+01 2.247322026331687386e-02 1.162340405836368440e-01 1.043445033627034800e-02 1.904726997636276571e-09 9.738958645650326318e-01
2.620603120909060635e+03 6.892789678101354411e+01 2.247321440375112112e-02 1.162330886141947073e-01 1.063216054692589507e-02 1.904726997637688154e-09 9.738920347082685725e-01
2.620603120909060635e+03 6.892789678101354411e+01 2.247321440375112112e-02 1.162330886141947073e-01 1.063216054692589507e-02 1.904726997637688154e-09 9.738920347082685725e-01
2.620722865661380183e+03 6.892077875233862017e+01 2.247321075065365423e-02 1.162325872866063481e-01 1.076082532630195411e-02 1.904726997640216846e-09 9.738871357468439349e-01
2.620000949967753968e+03 6.880349349240998436e+01 2.247320533204412787e-02 1.162339155413229935e-01 1.092254908397883098e-02 1.904726997638755217e-09 9.738837357233329772e-01
2.619863991256139343e+03 6.878070274627472713e+01 2.247319675528717739e-02 1.162324238277984700e-01 1.079604606249683074e-02 1.904726997643103292e-09 9.738823405844998504e-01
2.620383011796998289e+03 6.890692161122245807e+01 2.247319463465021275e-02 1.162329608356343774e-01 1.065479872916995883e-02 1.904726997640789668e-09 9.738802862343416411e-01
2.620383011796998289e+03 6.890692161122245807e+01 2.247319463465021275e-02 1.162329608356343774e-01 1.065479872916995883e-02 1.904726997640789668e-09 9.738802862343416411e-01
2.619990878304995931e+03 6.887718061533901448e+01 2.247319754619068327e-02 1.162336852701437162e-01 1.034343004378245924e-02 1.904726997641162727e-09 9.738819104030222995e-01
2.619947938764698847e+03 6.886636716463266339e+01 2.247319856481217251e-02 1.162311160409336686e-01 1.058406275149022940e-02 1.904726997640027835e-09 9.738851084886182008e-01
2.620992297146218789e+03 6.865324204191318813e+01 2.247320574724574749e-02 1.162310168984103109e-01 1.077234784455340273e-02 1.904726997640213537e-09 9.738869212956215993e-01
